x,y,z,freq
0,0.459643,0.675105,71.8232
0,1.11242,0.18878,72.1915
0,0.368029,0.0826484,72.5599
0,0.400658,0.278725,72.9282
0,1.10084,0.539826,73.2965
0,0.997322,0.65015,73.6648
0,1.74049,0.0929246,74.0331
0,2.09442,0.269216,74.4015
0,1.62393,0.924537,74.7698
0,1.80616,1.11403,75.1381
0,1.77839,0.0962289,75.5064
0,1.73282,0.140974,75.8748
0,1.85082,0.0312426,76.2431
0,2.59051,0.900831,76.6114
0,2.90558,0.0691517,76.9797
0,2.47297,0.0173,77.3481
0,1.50117,0.533635,77.7164
0,1.40286,0.881449,78.0847
0,1.03642,0.831619,78.453
0,2.19496,0.590859,78.8214
0,0.29535,0.855363,79.1897
0,0.523265,0.268485,79.558
0,0.591431,0.204779,79.9263
0,0.0527697,0.312211,80.2947
0,0.330625,0.220844,80.663
0,0.559124,0.0181944,81.0313
0,0.982005,0.00483237,81.3996
0,0.0462033,0.24685,81.768
0,1.39576,0.640695,82.1363
0,1.24878,0.547096,82.5046
0,0.610127,1.0058,82.8729
0,2.39498,0.0180321,83.2413
0,2.93487,0.128201,83.6096
0,3.21711,1.00886,83.9779
0,3.84995,0.243775,84.3462
0,1.91898,1.20113,84.7146
0,2.57822,0.27679,85.0829
0,1.85641,0.532265,85.4512
0,7.49361,0.56618,85.8195
0,4.58245,0.763505,86.1878
0,3.63937,0.108246,86.5562
0,3.59611,0.35671,86.9245
0,2.85378,0.181288,87.2928
0,2.37976,1.43269,87.6611
0,1.65066,1.1421,88.0295
0,2.51154,0.454843,88.3978
0,1.45507,0.266508,88.7661
0,0.150565,0.512037,89.1344
0,0.658788,0.437064,89.5028
0,0.381566,0.0744865,89.8711
0,0.244528,0.302336,90.2394
0,0.81079,0.655069,90.6077
0,1.58644,1.27425,90.9761
0,1.68378,0.988356,91.3444
0,1.94814,0.140852,91.7127
0,2.19161,0.884852,92.081
0,1.76104,0.504527,92.4494
0,1.89895,0.443191,92.8177
0,1.78786,0.329731,93.186
0,3.07881,0.328277,93.5543
0,2.34902,0.00626528,93.9227
0,1.94979,1.29619,94.291
0,2.26305,0.955355,94.6593
0,1.73623,1.1579,95.0276
0,1.73275,0.0646688,95.396
0,0.771759,0.136614,95.7643
0,1.19213,1.64639,96.1326
0,0.922875,0.00777759,96.5009
0,2.34315,0.0497126,96.8692
0,1.63077,0.463237,97.2376
0,0.205282,0.601218,97.6059
0,0.508567,0.417741,97.9742
0,3.13398,1.48209,98.3425
0,0.553148,1.64156,98.7109
0,1.18873,0.583018,99.0792
0,1.12125,0.141526,99.4475
0,1.15706,0.51553,99.8158
0,0.100096,0.656001,100.184
0,2.1143,0.642681,100.552
0,1.37917,1.06794,100.921
0,0.755302,0.0758092,101.289
0,1.8949,0.436097,101.657
0,2.86645,0.268313,102.026
0,2.58039,0.178639,102.394
0,1.93633,0.249097,102.762
0,2.45154,0.567062,103.131
0,2.5253,0.00164159,103.499
0,2.10139,1.01616,103.867
0,2.62581,0.963216,104.236
0,2.39438,0.185008,104.604
0,1.39137,0.980232,104.972
0,2.09531,0.233287,105.341
0,1.7462,0.714371,105.709
0,2.06454,0.0026751,106.077
0,1.06834,0.111043,106.446
0,0.853077,0.751988,106.814
0,0.293682,0.953687,107.182
0,1.78832,2.62148,107.551
0,0.301082,0.0794846,107.919
0,1.61742,1.8656,108.287
0,1.02871,1.20761,108.656
0,0.340302,1.00306,109.024
0,0.717203,0.26261,109.392
0,0.365555,0.271599,109.761
0,2.41434,0.958995,110.129
0,3.06326,0.594252,110.497
0,1.74314,0.533674,110.866
0,1.29763,0.613946,111.234
0,2.07261,0.0258193,111.602
0,2.89451,0.845267,111.971
0,2.19563,0.170227,112.339
0,0.623315,0.520648,112.707
0,2.09113,0.931448,113.076
0,1.75592,0.116701,113.444
0,3.35493,0.766651,113.812
0,2.30831,1.23965,114.18
0,1.0941,0.147691,114.549
0,0.260786,0.0864852,114.917
0,0.425103,0.162582,115.285
0,0.0504683,0.279505,115.654
0,0.493892,0.322769,116.022
0,0.339767,0.660673,116.39
0,0.505038,0.492051,116.759
0,0.806863,0.389716,117.127
0,0.00654369,0.37945,117.495
0,0.168898,0.592749,117.864
0,0.364491,0.137263,118.232
0,0.337959,0.593375,118.6
0,1.20824,2.98326,118.969
0,3.52401,2.16272,119.337
0,7.26448,2.79861,119.705
0,0.000645371,6.55222,120.074
0,34.7332,17.4938,120.442
0,21.1378,8.4969,120.81
0,1.05952,7.24939,121.179
0,11.7849,0.756703,121.547
0,18.5214,2.27609,121.915
0,5.09323,2.56846,122.284
0,7.63389,3.55832,122.652
0,8.37417,3.0195,123.02
0,4.62675,1.16814,123.389
0,4.87255,0.501945,123.757
0,4.27138,0.0920091,124.125
0,6.07464,1.36677,124.494
0,1.95545,0.122911,124.862
0,3.89037,0.205133,125.23
0,2.03515,0.129966,125.599
0,1.57075,0.153656,125.967
0,1.73908,0.370368,126.335
0,1.52995,0.987927,126.703
0,0.857018,0.255737,127.072
0,0.141084,0.195834,127.44
0,0.505275,0.323535,127.808
0,0.30152,1.65718,128.177
0,0.601587,0.953928,128.545
0,0.655052,0.776762,128.913
0,0.331185,0.329885,129.282
0,3.75356,0.972706,129.65
0,0.102811,0.934587,130.018
0,2.69245,0.212829,130.387
0,4.56367,0.186351,130.755
0,2.78895,0.0715291,131.123
0,2.43377,0.214677,131.492
0,0.819203,0.60395,131.86
0,3.47864,0.213186,132.228
0,5.03944,0.506167,132.597
0,7.42799,0.150233,132.965
0,9.92839,0.0667676,133.333
0,0.0350975,0.140597,133.702
0,0.290585,0.570783,134.07
0,2.32308,0.572671,134.438
0,1.20332,0.287964,134.807
0,0.831604,0.0846622,135.175
0,0.451137,0.465391,135.543
0,0.34416,0.749785,135.912
0,1.29981,0.0184524,136.28
0,2.02167,0.124354,136.648
0,0.74682,0.259983,137.017
0,2.16499,0.478216,137.385
0,1.55294,0.0172459,137.753
0,2.23981,1.21584,138.122
0,1.15954,0.783132,138.49
0,2.31282,0.278159,138.858
0,2.75748,0.272583,139.227
0,1.54695,0.223755,139.595
0,2.01059,0.800042,139.963
0,1.83734,0.0622516,140.331
0,2.45891,0.597729,140.7
0,2.11998,0.616025,141.068
0,3.18767,0.60604,141.436
0,1.27694,0.326599,141.805
0,1.80085,0.451302,142.173
0,0.769463,0.456258,142.541
0,1.34017,0.251135,142.91
0,1.78609,0.479578,143.278
0,0.99241,0.210008,143.646
0,0.652889,0.0540155,144.015
0,0.949198,0.00892071,144.383
0,0.0806387,0.197882,144.751
0,1.03292,0.388495,145.12
0,0.184811,1.02506,145.488
0,0.15318,0.655492,145.856
0,1.00933,0.448431,146.225
0,0.0593471,0.550237,146.593
0,1.82489,0.38489,146.961
0,0.202487,0.429961,147.33
0,0.654263,0.430952,147.698
0,1.827,0.231318,148.066
0,1.4081,0.260904,148.435
0,1.97549,0.456844,148.803
0,1.40016,0.454051,149.171
0,1.19831,1.25022,149.54
0,0.688229,0.241623,149.908
0,1.25935,0.00556871,150.276
0,1.16472,0.302606,150.645
0,1.22345,0.953035,151.013
0,0.207797,0.0678744,151.381
0,0.589261,0.137556,151.75
0,0.246548,0.120834,152.118
0,0.143119,0.678884,152.486
0,1.28848,0.140846,152.855
0,0.336199,0.239111,153.223
0,2.004,1.58033,153.591
0,1.98907,0.249585,153.959
0,1.57867,1.12017,154.328
0,0.80066,0.246944,154.696
0,0.87458,0.689245,155.064
0,1.856,0.639481,155.433
0,1.48917,0.657622,155.801
0,1.25663,0.23313,156.169
0,2.44117,0.902092,156.538
0,2.44661,0.108949,156.906
0,1.42362,0.676634,157.274
0,0.98356,0.098151,157.643
0,0.499314,0.118896,158.011
0,0.21265,0.12008,158.379
0,3.91869,0.593363,158.748
0,3.5089,0.210215,159.116
0,2.3773,0.416824,159.484
0,2.35724,0.139564,159.853
0,2.14391,0.0968857,160.221
0,2.02096,0.216689,160.589
0,0.508195,0.271837,160.958
0,0.959489,0.0507634,161.326
0,0.763053,0.529588,161.694
0,1.56527,0.0518625,162.063
0,0.413042,0.84423,162.431
0,0.696622,0.180417,162.799
0,0.750548,0.283093,163.168
0,0.284192,0.753421,163.536
0,0.0704763,0.421867,163.904
0,1.08507,0.208255,164.273
0,0.193222,0.499122,164.641
0,0.227183,0.951155,165.009
0,1.30947,0.0462939,165.378
0,0.565291,0.756401,165.746
0,1.35204,0.0119271,166.114
0,1.21303,0.0861192,166.483
0,0.950933,0.748022,166.851
0,1.85599,2.02363,167.219
0,0.444991,0.405153,167.587
0,0.473154,1.93357,167.956
0,1.42757,1.69768,168.324
0,0.372315,0.593192,168.692
0,1.7115,3.45135,169.061
0,0.538581,1.0537,169.429
0,0.568147,0.43393,169.797
0,0.532304,0.430762,170.166
0,0.379166,0.027649,170.534
0,0.108834,1.25277,170.902
0,1.82417,1.05755,171.271
0,0.320124,0.506978,171.639
0,1.53191,0.440057,172.007
0,1.15828,0.173087,172.376
0,1.1856,0.189958,172.744
0,0.864858,0.797622,173.112
0,0.96251,0.152071,173.481
0,1.57494,0.297018,173.849
0,1.86254,0.534026,174.217
0,0.920939,1.10991,174.586
0,2.07542,0.0306598,174.954
0,1.60907,0.683302,175.322
0,2.1375,0.0160055,175.691
0,1.35436,0.671747,176.059
0,2.15553,0.521827,176.427
0,2.19924,0.492119,176.796
0,2.31113,0.101622,177.164
0,2.02108,0.946084,177.532
0,0.964235,1.70798,177.901
0,0.614805,0.501041,178.269
0,1.02315,0.453287,178.637
0,0.795081,0.0567546,179.006
0,0.462775,0.120749,179.374
0,0.056826,2.12282,179.742
0,1.13623,3.24054,180.111
0,1.51982,2.38064,180.479
0,0.799562,1.48473,180.847
0,1.36365,2.65034,181.215
0,1.78998,4.39512,181.584
0,0.951135,2.65831,181.952
0,0.53102,0.656223,182.32
0,0.450682,0.556179,182.689
0,1.41232,0.483475,183.057
0,1.06828,0.438699,183.425
0,1.28249,0.471104,183.794
0,0.501611,0.606806,184.162
0,0.665242,0.463459,184.53
0,1.02493,0.506287,184.899
0,0.682923,0.426218,185.267
0,0.173223,1.24408,185.635
0,1.23417,0.706905,186.004
0,0.971283,0.630594,186.372
0,0.351277,0.807512,186.74
0,0.603162,0.194134,187.109
0,0.231486,0.137105,187.477
0,1.0093,0.289964,187.845
0,0.506993,0.0538862,188.214
0,0.989573,0.917415,188.582
0,0.628592,0.201076,188.95
0,0.528375,0.291697,189.319
0,0.797751,0.190143,189.687
0,1.0926,0.354438,190.055
0,1.48514,0.204552,190.424
0,0.714755,0.471671,190.792
0,0.206092,0.538071,191.16
0,0.84288,0.296046,191.529
0,0.295004,0.704389,191.897
0,0.194891,1.42959,192.265
0,1.02942,1.24206,192.634
0,0.778169,0.263513,193.002
0,7.12883,3.23753,193.37
0,2.74321,2.09329,193.738
0,2.15104,0.912673,194.107
0,3.98026,0.279042,194.475
0,4.57149,0.0566696,194.843
0,2.58979,0.919101,195.212
0,1.18864,0.0458194,195.58
0,0.391539,0.693553,195.948
0,2.20134,0.299185,196.317
0,1.8017,0.120979,196.685
0,1.17374,0.944923,197.053
0,1.37925,0.272813,197.422
0,0.516246,0.123166,197.79
0,0.998843,0.647498,198.158
0,0.25359,0.422638,198.527
0,0.151004,0.170202,198.895
0,0.0326495,0.1982,199.263
0,0.225191,0.238564,199.632
0,0.412537,0.124925,200
0,0.00822485,0.288184,200.368
0,0.733162,0.0599216,200.737
0,0.138109,0.151321,201.105
0,0.743017,0.119676,201.473
0,0.230198,0.34338,201.842
0,1.30218,1.04215,202.21
0,1.80806,0.425916,202.578
0,0.750642,0.560959,202.947
0,1.24904,0.176209,203.315
0,1.0702,0.236024,203.683
0,1.42709,0.474967,204.052
0,1.62878,0.70491,204.42
0,0.297124,0.504948,204.788
0,0.798013,0.359784,205.157
0,2.2074,0.560837,205.525
0,2.87614,0.471718,205.893
0,5.36561,0.433889,206.262
0,0.0930718,0.357236,206.63
0,0.220513,0.729758,206.998
0,0.365405,0.148726,207.366
0,0.915045,0.11611,207.735
0,0.584059,0.19197,208.103
0,0.56271,1.24074,208.471
0,1.01672,0.0355417,208.84
0,1.57878,0.215368,209.208
0,1.09476,0.122371,209.576
0,0.870467,0.185988,209.945
0,1.548,0.749742,210.313
0,1.7132,0.349841,210.681
0,1.90307,0.326107,211.05
0,1.91999,0.157459,211.418
0,1.50718,0.250357,211.786
0,1.2468,0.0266955,212.155
0,0.752611,0.617613,212.523
0,1.49236,0.89872,212.891
0,1.17333,0.140377,213.26
0,1.57583,1.12649,213.628
0,1.28562,0.698308,213.996
0,1.11043,1.13436,214.365
0,0.403319,0.280105,214.733
0,0.206846,0.860306,215.101
0,0.256914,0.703777,215.47
0,0.00647833,0.795789,215.838
0,0.973598,0.392162,216.206
0,0.545007,0.129299,216.575
0,0.218453,1.03667,216.943
0,0.72513,0.388481,217.311
0,0.758621,1.00374,217.68
0,0.13817,0.512829,218.048
0,0.635727,0.122303,218.416
0,0.129858,0.138476,218.785
0,0.391957,0.505581,219.153
0,0.654386,0.344206,219.521
0,1.47419,0.385257,219.89
0,1.22116,0.0918432,220.258
0,0.543738,0.763501,220.626
0,0.712641,0.347168,220.994
0,0.0124298,0.232676,221.363
0,1.10375,0.183675,221.731
0,0.226876,0.71339,222.099
0,0.7816,0.0919515,222.468
0,0.207468,0.126065,222.836
0,1.09356,0.284852,223.204
0,0.233173,0.657362,223.573
0,0.0174592,0.312303,223.941
0,0.172323,0.258016,224.309
0,0.513315,0.370567,224.678
0,0.462223,0.259857,225.046
0,0.577391,1.35676,225.414
0,1.5242,0.143451,225.783
0,0.798286,1.22289,226.151
0,2.29345,0.699978,226.519
0,2.01445,0.222915,226.888
0,0.882334,1.99496,227.256
0,0.675466,1.43159,227.624
0,1.40962,1.37009,227.993
0,1.25516,1.18843,228.361
0,0.728394,0.989385,228.729
0,0.092337,1.23059,229.098
0,3.52758,0.663523,229.466
0,3.00203,0.875814,229.834
0,1.02984,1.22972,230.203
0,0.265427,0.55499,230.571
0,0.153478,0.308066,230.939
0,0.370103,0.627118,231.308
0,1.52077,1.27209,231.676
0,2.77551,0.516504,232.044
0,1.50564,0.42632,232.413
0,0.786035,1.2043,232.781
0,0.871979,0.217965,233.149
0,0.77064,0.548172,233.518
0,1.14373,1.67158,233.886
0,0.0476514,0.47472,234.254
0,0.43566,0.493262,234.622
0,0.146032,0.36391,234.991
0,0.533762,0.0694256,235.359
0,1.17827,0.1578,235.727
0,0.467519,0.280326,236.096
0,0.298971,0.0820728,236.464
0,0.642889,0.611182,236.832
0,0.185791,0.457879,237.201
0,1.08884,0.820301,237.569
0,0.501889,0.259465,237.937
0,0.365861,0.742439,238.306
0,1.46172,0.924614,238.674
0,0.37544,0.838177,239.042
0,0.0308574,0.337693,239.411
0,0.469855,1.6263,239.779
0,2.01229,3.25703,240.147
0,0.527433,0.253059,240.516
0,1.15997,2.34821,240.884
0,1.58662,2.79224,241.252
0,0.41023,2.26279,241.621
0,2.3093,3.77911,241.989
0,0.422227,0.349057,242.357
0,0.690467,1.05644,242.726
0,0.755713,0.764667,243.094
0,1.69172,0.041636,243.462
0,0.851695,0.0729023,243.831
0,0.421432,0.317185,244.199
0,0.438081,0.395357,244.567
0,1.61574,0.350847,244.936
0,1.02047,0.0267212,245.304
0,1.47274,0.269719,245.672
0,1.11361,0.15382,246.041
0,1.82953,0.165937,246.409
0,1.43901,1.47405,246.777
0,1.78127,0.709647,247.145
0,1.24667,0.10657,247.514
0,1.16145,0.311678,247.882
0,1.04733,0.740098,248.25
0,1.67929,0.658434,248.619
0,0.688075,0.077297,248.987
0,0.920364,0.870762,249.355
0,1.131,0.0649917,249.724
0,1.7833,0.35137,250.092
0,1.1116,0.361812,250.46
0,1.08892,0.265055,250.829
0,0.278984,0.823932,251.197
0,0.202506,0.22975,251.565
0,0.531795,0.256405,251.934
0,0.765562,0.321775,252.302
0,0.307052,0.134129,252.67
0,0.672148,1.23853,253.039
0,0.325445,0.365239,253.407
0,0.100533,0.716729,253.775
0,0.260893,0.754632,254.144
0,1.23071,1.61228,254.512
0,0.61042,0.857184,254.88
0,0.264401,0.0813477,255.249
0,0.226361,1.19179,255.617
0,1.16965,0.349844,255.985
0,1.10015,0.268332,256.354
0,0.233804,0.0714173,256.722
0,0.531625,0.754386,257.09
0,0.55027,0.927276,257.459
0,0.165021,0.28063,257.827
0,0.0594082,1.21621,258.195
0,0.394128,0.170016,258.564
0,0.898086,1.12312,258.932
0,0.642624,0.332359,259.3
0,0.13139,0.411073,259.669
0,0.608914,0.155796,260.037
0,0.428107,0.451955,260.405
0,0.936246,0.113205,260.773
0,0.636317,0.417897,261.142
0,0.647053,0.249003,261.51
0,1.12508,0.144477,261.878
0,0.750507,0.292901,262.247
0,1.77503,0.166706,262.615
0,0.646762,0.00407958,262.983
0,0.846647,0.582002,263.352
0,2.05302,0.325757,263.72
0,1.31702,0.111302,264.088
0,1.47921,0.716711,264.457
0,1.36424,0.450271,264.825
0,1.00871,0.688833,265.193
0,0.511098,1.6954,265.562
0,0.352206,0.433049,265.93
0,4.36257,1.75315,266.298
0,0.922746,1.31745,266.667
0,2.34476,0.327847,267.035
0,2.28418,0.0706647,267.403
0,2.62173,0.00907543,267.772
0,1.93451,0.744423,268.14
0,0.210437,0.140226,268.508
0,0.712993,1.06935,268.877
0,1.31346,0.560365,269.245
0,0.438805,1.02091,269.613
0,0.384551,0.665801,269.982
0,0.643417,0.0747776,270.35
0,0.676127,0.0398365,270.718
0,0.385086,0.515797,271.087
0,0.0394969,0.502179,271.455
0,0.325174,0.771931,271.823
0,1.02839,0.197877,272.192
0,0.44014,0.0111137,272.56
0,0.346065,1.04419,272.928
0,0.502412,0.411502,273.297
0,0.630268,0.0772808,273.665
0,0.13484,0.534697,274.033
0,0.618561,0.0678264,274.401
0,0.39283,0.112302,274.77
0,0.936512,0.220359,275.138
0,1.46338,1.01673,275.506
0,0.431436,0.823625,275.875
0,0.50485,0.158612,276.243
0,0.407093,0.222292,276.611
0,0.110609,0.0213616,276.98
0,0.165869,0.343653,277.348
0,0.640521,0.529026,277.716
0,0.242165,0.0511086,278.085
0,0.480291,0.275613,278.453
0,1.10452,0.434826,278.821
0,4.41207,0.222264,279.19
0,0.30833,0.0651335,279.558
0,0.401777,0.494587,279.926
0,0.205522,0.177252,280.295
0,0.947012,0.541707,280.663
0,0.990489,0.121221,281.031
0,0.749518,0.0596828,281.4
0,1.33389,0.474995,281.768
0,2.32899,0.534158,282.136
0,1.21015,0.536772,282.505
0,1.23477,0.714685,282.873
0,1.3329,0.734025,283.241
0,1.86429,0.0230341,283.61
0,1.56633,0.0421569,283.978
0,1.02399,0.93876,284.346
0,0.824091,0.486587,284.715
0,1.4459,0.438733,285.083
0,0.557755,0.53097,285.451
0,1.63101,0.534652,285.82
0,1.49544,1.36249,286.188
0,1.18498,2.70106,286.556
0,1.29724,1.79138,286.924
0,2.08157,1.34844,287.293
0,0.0661281,1.30945,287.661
0,0.119987,1.34981,288.029
0,0.97427,2.95534,288.398
0,0.931251,3.67908,288.766
0,0.948034,2.40091,289.134
0,0.672877,2.10807,289.503
0,0.065821,1.64151,289.871
0,0.142952,1.16664,290.239
0,0.324249,1.42651,290.608
0,1.02084,1.51952,290.976
0,0.462147,1.01447,291.344
0,0.444524,0.0539334,291.713
0,0.676224,0.184555,292.081
0,0.0257818,0.171766,292.449
0,0.386996,0.708241,292.818
0,0.187688,0.0420204,293.186
0,0.301256,0.282189,293.554
0,0.881549,0.147766,293.923
0,0.919365,0.0696284,294.291
0,0.172678,0.825935,294.659
0,0.217309,0.51643,295.028
0,0.710154,0.280836,295.396
0,0.467647,0.24899,295.764
0,0.351651,0.95036,296.133
0,0.14769,0.657436,296.501
0,1.06176,0.0865052,296.869
0,1.39374,0.292507,297.238
0,0.0298292,0.757364,297.606
0,1.90915,0.459326,297.974
0,0.649344,0.532515,298.343
0,0.838514,0.42161,298.711
0,0.337777,0.454587,299.079
0,0.0550996,0.694711,299.448
0,0.328538,0.173794,299.816
0,1.23093,1.0981,300.184
0,2.47521,0.904015,300.552
0,1.82537,0.138979,300.921
0,1.38265,0.863111,301.289
0,1.77103,0.247481,301.657
0,2.06407,1.61785,302.026
0,0.573031,0.276509,302.394
0,0.0201941,0.261444,302.762
0,1.33975,0.876487,303.131
0,0.250203,0.295202,303.499
0,0.19899,0.404051,303.867
0,0.538205,0.143464,304.236
0,1.44332,0.209897,304.604
0,1.50829,0.562171,304.972
0,1.01438,0.50652,305.341
0,0.172687,0.0854403,305.709
0,0.918652,0.43455,306.077
0,0.33676,0.389191,306.446
0,0.0533219,0.013426,306.814
0,0.0839327,0.0282424,307.182
0,0.103927,0.0824115,307.551
0,0.847824,0.0314825,307.919
0,0.990689,0.206086,308.287
0,0.985408,0.0610825,308.656
0,0.394451,0.0341573,309.024
0,0.201449,0.644971,309.392
0,0.542002,0.588507,309.761
0,0.0357358,0.0745129,310.129
0,0.348331,0.17549,310.497
0,0.385118,0.700966,310.866
0,0.770639,0.584987,311.234
0,0.158235,0.193471,311.602
0,0.276162,0.338084,311.971
0,0.850208,0.694074,312.339
0,0.431683,0.628756,312.707
0,0.20313,1.04026,313.076
